,Respondent ID,Identify which division you work in.-Response,Identify  which division you work in.-Other (please specify),Which of the following best describes your position level?-Response,Which generation are you apart of?-Response,Please select the gender in which you identify.-Response,Which duration range best aligns with your tenure at your company?-Response,Which of the following best describes your employment type?-Response,Quesion + Subquestion,Answer
15183,8895572278,Infrastructure,,Manager,Baby Boomer (born between 1946-1964),Male,10+ years,Full time Employee,Question 29-Response 8,Answer 8
15184,5633495172,Infrastructure,,Staff,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 29-Response 8,
15185,6665212340,People,,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29-Response 8,Answer 2
15186,2850296334,Infrastructure,,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29-Response 8,
15187,2781168270,Finance,,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29-Response 8,
15188,6478560213,Information Technology,,Staff,Prefer not to answer,Male,10+ years,Full time Employee,Question 29-Response 8,
15189,9328885416,Infrastructure,,Department Lead,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29-Response 8,
15190,6285007368,People,,Staff,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 29-Response 8,Answer 8
15191,6776579131,Commercial,,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29-Response 8,Answer 2
15192,6270834102,Finance,,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 29-Response 8,
15193,4341029891,Finance,,Staff,Prefer not to answer,Male,3-5 years,Full time Employee,Question 29-Response 8,Answer 6
15194,9298970467,Information Technology,,Department Lead,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Question 29-Response 8,Answer 2
15195,3530464299,Legal,,Department Lead,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29-Response 8,
15196,1962504465,Information Technology,,Staff,Millennial (born between 1981-2000),Male,3-5 years,Full time Employee,Question 29-Response 8,
15197,3206389468,Commercial,,Manager,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 29-Response 8,Answer 3
15198,1914548336,Finance,,Department Lead,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Question 29-Response 8,Answer 4
15199,6912636653,Finance,,Manager,Baby Boomer (born between 1946-1964),Male,0-2 years,Full time Employee,Question 29-Response 8,Answer 5
15200,7447366993,Information Technology,,Staff,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 29-Response 8,Answer 6
15201,9858203307,Finance,,Staff,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 29-Response 8,
15202,2375491161,Information Technology,,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 29-Response 8,Answer 6
15203,6983214026,Infrastructure,,Department Lead,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29-Response 8,
15204,7876887860,Internal Audit,,Manager,Generation X (born between 1965-1980),Male,3-5 years,Full time Employee,Question 29-Response 8,Answer 2
15205,5282809243,Finance,,Staff,Generation Z (born 2001 or later),Female,0-2 years,Full time Employee,Question 29-Response 8,
15206,4304756587,Infrastructure,,Staff,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 29-Response 8,Answer 6
15207,6841338036,Executive,,Chief / Executive,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29-Response 8,Answer 6
15208,1338692945,Infrastructure,,Staff,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 29-Response 8,Answer 5
15209,1220878407,Executive,,Manager,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29-Response 8,
15210,1021794253,Commercial,,Department Lead,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 29-Response 8,Answer 7
15211,7103482882,Infrastructure,,Manager,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29-Response 8,
15212,6080354155,Executive,,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29-Response 8,Answer 5
15213,8046048988,Commercial,,Manager,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29-Response 8,Answer 3
15214,2102054017,Finance,,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29-Response 8,
15215,6796580906,Finance,,Manager,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 29-Response 8,
15216,3966690436,Infrastructure,,Staff,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 29-Response 8,
15217,8630148625,Infrastructure,,Department Lead,Baby Boomer (born between 1946-1964),Male,10+ years,Full time Employee,Question 29-Response 8,Answer 7
15218,1264208927,Port Security & Emergency Operations,,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29-Response 8,Answer 8
15219,9625886165,Information Technology,,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29-Response 8,
15220,9351204267,Finance,,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29-Response 8,
15221,1485638866,Infrastructure,,Staff,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29-Response 8,Answer 2
15222,9137601822,Finance,,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 29-Response 8,Answer 1
15223,4910729713,Finance,,Staff,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 29-Response 8,Answer 8
15224,8453428178,Commercial,,Manager,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29-Response 8,
15225,6903105973,Finance,,Manager,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 29-Response 8,Answer 8
15226,2628194343,Executive,,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29-Response 8,Answer 5
15227,2254451126,Port Security & Emergency Operations,,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29-Response 8,Answer 7
15228,1426184525,Finance,,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29-Response 8,
15229,1001882880,Infrastructure,,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29-Response 8,
15230,1941311372,Infrastructure,,Department Lead,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 29-Response 8,
15231,8569413026,Infrastructure,,Manager,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29-Response 8,Answer 6
15232,5953471955,People,,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29-Response 8,
15233,3933988341,People,,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29-Response 8,
15234,7963965247,Executive,,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29-Response 8,
15235,9735550076,People,,Staff,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29-Response 8,
15236,5559071396,Port Security & Emergency Operations,,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29-Response 8,Answer 4
15237,8253262223,People,,Department Lead,Baby Boomer (born between 1946-1964),Male,3-5 years,Full time Employee,Question 29-Response 8,
15238,7325851635,Infrastructure,,Manager,Millennial (born between 1981-2000),Prefer not to answer,3-5 years,Full time Employee,Question 29-Response 8,
15239,3370365802,Port Security & Emergency Operations,,Staff,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 29-Response 8,Answer 5
15240,2841747833,Information Technology,,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29-Response 8,
15241,7940065082,Infrastructure,,Department Lead,Baby Boomer (born between 1946-1964),Male,10+ years,Full time Employee,Question 29-Response 8,Answer 1
15242,5157705612,Finance,,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29-Response 8,Answer 5
15243,9920755555,Port Operations,,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 29-Response 8,
15244,6638341389,Infrastructure,,Manager,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 29-Response 8,Answer 2
15245,8114622230,Information Technology,,Staff,Prefer not to answer,Male,5-10 years,Full time Employee,Question 29-Response 8,Answer 3
15246,5379192392,Infrastructure,,Staff,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Question 29-Response 9,Answer 8
15247,2658722536,Finance,,Staff,,,10+ years,Full time Employee,Question 29-Response 9,Answer 5
15248,4044163394,Infrastructure,,Department Lead,Generation X (born between 1965-1980),Male,3-5 years,Full time Employee,Question 29-Response 9,
15249,5535865599,Infrastructure,,Manager,Millennial (born between 1981-2000),Non-Binary,5-10 years,Full time Employee,Question 29-Response 9,Answer 5
15250,3356802928,Port Operations,,Manager,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29-Response 9,Answer 5
15251,3399511781,Infrastructure,,Staff,Generation X (born between 1965-1980),Male,3-5 years,Full time Employee,Question 29-Response 9,Answer 1
15252,9860597462,Infrastructure,,Department Lead,Baby Boomer (born between 1946-1964),Male,10+ years,Full time Employee,Question 29-Response 9,Answer 5
15253,1494621946,Infrastructure,,Chief / Executive,Baby Boomer (born between 1946-1964),Male,3-5 years,Full time Employee,Question 29-Response 9,Answer 4
15254,8646387163,Information Technology,,Manager,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Question 29-Response 9,Answer 7
15255,2455127238,Information Technology,,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29-Response 9,Answer 4
15256,1905266879,Finance,,Staff,Prefer not to answer,Female,0-2 years,Full time Employee,Question 29-Response 9,
15257,7089369660,Finance,,Staff,Baby Boomer (born between 1946-1964),,10+ years,Full time Employee,Question 29-Response 9,Answer 3
15258,3397360934,Legal,,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29-Response 9,
15259,6904821010,Other (please specify),Construction,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29-Response 9,
15260,9961006444,Executive,,Staff,Prefer not to answer,Prefer not to answer,0-2 years,Full time Employee,Question 29-Response 9,
15261,9736526482,Finance,,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29-Response 9,Answer 7
15262,8035211358,Commercial,,Manager,Prefer not to answer,Prefer not to answer,5-10 years,Full time Employee,Question 29-Response 9,Answer 4
15263,2855503402,Finance,,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29-Response 9,Answer 3
15264,4136037887,Finance,,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29-Response 9,Answer 1
15265,9624253323,Infrastructure,,Staff,Baby Boomer (born between 1946-1964),Male,10+ years,Full time Employee,Question 29-Response 9,Answer 4
15266,8546027678,Finance,,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29-Response 9,
15267,3555213031,Legal,,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29-Response 9,Answer 4
15268,1754220060,Finance,,Department Lead,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29-Response 9,
15269,9011744859,Infrastructure,,Manager,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29-Response 9,
15270,5875585727,Information Technology,,Staff,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 29-Response 9,Answer 7
15271,9051604151,Commercial,,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29-Response 9,
15272,6573346680,Commercial,,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29-Response 9,Answer 5
15273,4383571615,Infrastructure,,Staff,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 29-Response 9,Answer 4
15274,5850350235,Infrastructure,,Staff,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29-Response 9,Answer 6
15275,9526771290,Port Operations,,Manager,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29-Response 9,
15276,8531180699,People,,Manager,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 29-Response 9,
15277,3087114007,Information Technology,,Staff,Baby Boomer (born between 1946-1964),Male,3-5 years,Full time Employee,Question 29-Response 9,Answer 2
15278,7901328134,Information Technology,,Staff,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Question 29-Response 9,Answer 6
15279,1321967343,Legal,,Department Lead,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 29-Response 9,Answer 3
15280,2206081204,People,,Staff,Generation X (born between 1965-1980),Female,3-5 years,Full time Employee,Question 29-Response 9,
15281,6285875694,Commercial,,Department Lead,Generation X (born between 1965-1980),Male,3-5 years,Full time Employee,Question 29-Response 9,Answer 1
15282,1587370284,Finance,,Chief / Executive,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29-Response 9,Answer 3
15283,9270992319,Information Technology,,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29-Response 9,Answer 6
15284,2888589302,Executive,,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29-Response 9,
15285,9939738223,Finance,,Department Lead,Baby Boomer (born between 1946-1964),Female,5-10 years,Full time Employee,Question 29-Response 9,Answer 2
15286,5794920197,Legal,,Manager,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 29-Response 9,Answer 6
15287,3968415666,Legal,,Staff,Millennial (born between 1981-2000),Male,3-5 years,Full time Employee,Question 29-Response 9,Answer 2
15288,4166850362,Infrastructure,,Staff,Generation X (born between 1965-1980),Prefer not to answer,10+ years,Full time Employee,Question 29-Response 9,Answer 5
15289,9945822370,Finance,,Staff,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 29-Response 9,Answer 6
15290,1948472863,People,,Department Lead,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 29-Response 9,Answer 6
15291,2603687810,Infrastructure,,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29-Response 9,
15292,2696474434,Infrastructure,,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 29-Response 9,
15293,3044612158,Finance,,Staff,Baby Boomer (born between 1946-1964),Female,3-5 years,Full time Employee,Question 29-Response 9,Answer 4
15294,3040325972,Finance,,Staff,,Female,10+ years,Full time Employee,Question 29-Response 9,Answer 4
15295,3618961108,Infrastructure,,Department Lead,Generation X (born between 1965-1980),Male,3-5 years,Full time Employee,Question 29-Response 9,Answer 7
15296,3536054852,Commercial,,Manager,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 29-Response 9,
15297,4075412109,Finance,,Staff,Prefer not to answer,Prefer not to answer,3-5 years,Full time Employee,Question 29-Response 9,
15298,7481772195,Information Technology,,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29-Response 9,Answer 7
15299,5044294817,Legal,,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29-Response 9,Answer 5
15300,3120678959,Finance,,Manager,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 29-Response 9,
15301,6316782091,Finance,,Manager,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29-Response 9,Answer 3
15302,9489935616,People,,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29-Response 9,Answer 2
15303,7178840935,People,,Department Lead,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29-Response 9,
15304,4625088666,Finance,,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29-Response 9,
15305,2899153341,Executive,,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29-Response 9,
15306,5081486733,Port Security & Emergency Operations,,Manager,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29-Response 9,Answer 5
15307,4211032639,Infrastructure,,Staff,Baby Boomer (born between 1946-1964),Female,5-10 years,Full time Employee,Question 29-Response 9,Answer 7
15308,2273018449,Finance,,Manager,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 29-Response 9,Answer 2
15309,7276390477,Information Technology,,Staff,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 29-Response 9,Answer 4
15310,2618791107,Infrastructure,,Manager,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29-Response 9,Answer 3
15311,9806028857,,,,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29-Response 9,
15312,4870706994,Commercial,,Staff,Prefer not to answer,Prefer not to answer,10+ years,Full time Employee,Question 29-Response 9,
15313,5382550855,Finance,,Department Lead,Baby Boomer (born between 1946-1964),Male,0-2 years,Full time Employee,Question 29-Response 9,Answer 7
15314,5297870739,Commercial,,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29-Response 9,Answer 6
15315,9718877248,Infrastructure,,Manager,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29-Response 9,Answer 6
15316,8830958949,Finance,,Staff,Prefer not to answer,Prefer not to answer,3-5 years,Full time Employee,Question 29-Response 9,Answer 5
15317,7852677398,People,,Manager,Baby Boomer (born between 1946-1964),Male,10+ years,Full time Employee,Question 29-Response 9,
15318,9806832932,Executive,,Chief / Executive,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29-Response 9,
15319,5585138853,Executive,,Manager,Prefer not to answer,Prefer not to answer,10+ years,Full time Employee,Question 29-Response 9,
15320,8087395217,Infrastructure,,Staff,Millennial (born between 1981-2000),Male,3-5 years,Full time Employee,Question 29-Response 9,
15321,5177954332,Finance,,Manager,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 29-Response 9,
15322,1582292985,People,,Chief / Executive,Millennial (born between 1981-2000),Female,10+ years,Full time Employee,Question 29-Response 9,Answer 7
15323,2932152777,Finance,,,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29-Response 9,
15324,1627698070,Port Operations,,Manager,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 29-Response 9,Answer 2
15325,9748686287,People,,Department Lead,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29-Response 9,
15326,7149169711,People,,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29-Response 9,Answer 5
15327,6206953310,Executive,,Staff,Prefer not to answer,Female,10+ years,Full time Employee,Question 29-Response 9,Answer 5
15328,9983361274,Information Technology,,Staff,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29-Response 9,
15329,8250575077,Finance,,Department Lead,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29-Response 9,Answer 7
15330,9183378071,People,,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29-Response 9,Answer 1
15331,3868607625,Legal,,Manager,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 29-Response 9,Answer 2
15332,1411900712,Finance,,Staff,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 29-Response 9,Answer 2
15333,3860289517,Government & Public Relations,,Staff,Generation X (born between 1965-1980),Female,3-5 years,Full time Employee,Question 29-Response 9,Answer 2
15334,6014941727,Commercial,,Manager,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29-Response 9,
15335,9323454815,Finance,,Staff,Prefer not to answer,Prefer not to answer,10+ years,Full time Employee,Question 29-Response 9,
15336,8311558071,People,,Staff,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 29-Response 9,
15337,7819918439,People,,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29-Response 9,Answer 2
15338,2007145908,Infrastructure,,Staff,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 29-Response 9,
15339,5386015734,Port Operations,,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29-Response 9,Answer 4
15340,2373830201,Infrastructure,,Department Lead,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 29-Response 9,Answer 4
15341,3564004995,Infrastructure,,Manager,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 29-Response 9,
15342,4947111306,People,,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29-Response 9,Answer 6
15343,5078285109,Finance,,Manager,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29-Response 9,Answer 7
15344,6225804357,Other (please specify),Rather not say,Manager,Generation X (born between 1965-1980),Prefer not to answer,10+ years,Full time Employee,Question 29-Response 9,
15345,2014555149,Information Technology,,Department Lead,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29-Response 9,Answer 4
15346,2243120133,People,,Manager,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29-Response 9,Answer 7
15347,3550987529,Finance,,Manager,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 29-Response 9,Answer 8
15348,4228546491,Information Technology,,Staff,Generation X (born between 1965-1980),Female,3-5 years,Full time Employee,Question 29-Response 9,
15349,2062616124,Finance,,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29-Response 9,Answer 5
15350,3244391841,People,,Manager,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 29-Response 9,
15351,5488107363,People,,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 29-Response 9,Answer 2
15352,8585347438,Infrastructure,,Manager,Prefer not to answer,Male,5-10 years,Full time Employee,Question 29-Response 9,Answer 2
15353,7133066581,Information Technology,,Staff,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Question 29-Response 9,
15354,2817787256,Information Technology,,Staff,Baby Boomer (born between 1946-1964),Female,5-10 years,Full time Employee,Question 29-Response 9,Answer 8
15355,1636734067,Information Technology,,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29-Response 9,Answer 5
15356,5202048947,People,,Staff,Generation X (born between 1965-1980),Prefer not to answer,3-5 years,Full time Employee,Question 29-Response 9,Answer 7
15357,3184415812,Port Operations,,Manager,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 29-Response 9,Answer 4
15358,5157551249,Information Technology,,Staff,Baby Boomer (born between 1946-1964),Male,10+ years,Full time Employee,Question 29-Response 9,Answer 7
15359,9597476932,Infrastructure,,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29-Response 9,Answer 7
15360,5350663671,Information Technology,,Department Lead,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 29-Response 9,
15361,7164689614,Port Security & Emergency Operations,,Manager,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 29-Response 9,
15362,4295285752,Infrastructure,,Staff,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 29-Response 9,Answer 7
15363,4008763646,Infrastructure,,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 29-Response 9,
15364,6909546929,Finance,,Manager,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 29-Response 9,
15365,7331440341,Information Technology,,Staff,Millennial (born between 1981-2000),Prefer not to answer,5-10 years,Full time Employee,Question 29-Response 9,
15366,4617669690,Legal,,Staff,Prefer not to answer,Female,10+ years,Full time Employee,Question 29-Response 9,Answer 4
15367,1892199000,Infrastructure,,Department Lead,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 29-Response 9,Answer 8
15368,7480026174,Infrastructure,,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 29-Response 9,Answer 5
15369,1859209548,Infrastructure,,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29-Response 9,
15370,2065485156,Port Security & Emergency Operations,,Chief / Executive,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 29-Response 9,Answer 2
15371,8008971893,Executive,,Staff,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29-Response 9,Answer 5
15372,1967962301,Port Operations,,Department Lead,Millennial (born between 1981-2000),Male,10+ years,Full time Employee,Question 29-Response 9,Answer 4
15373,8708081021,Port Security & Emergency Operations,,Department Lead,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 29-Response 9,
15374,9462494279,Commercial,,Staff,Prefer not to answer,Prefer not to answer,3-5 years,Full time Employee,Question 29-Response 9,Answer 8
15375,2126438547,Infrastructure,,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29-Response 9,Answer 3
15376,8748263039,Infrastructure,,Manager,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29-Response 9,Answer 7
15377,4366243452,Information Technology,,Staff,Generation X (born between 1965-1980),Female,3-5 years,Full time Employee,Question 29-Response 9,Answer 5
15378,1368436554,Infrastructure,,Manager,Millennial (born between 1981-2000),Male,10+ years,Full time Employee,Question 29-Response 9,
15379,6588311032,Executive,,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29-Response 9,
15380,9652438783,Executive,,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29-Response 9,
15381,8895572278,Infrastructure,,Manager,Baby Boomer (born between 1946-1964),Male,10+ years,Full time Employee,Question 29-Response 9,
15382,5633495172,Infrastructure,,Staff,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 29-Response 9,Answer 7
15383,6665212340,People,,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29-Response 9,
15384,2850296334,Infrastructure,,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29-Response 9,
15385,2781168270,Finance,,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29-Response 9,Answer 7
15386,6478560213,Information Technology,,Staff,Prefer not to answer,Male,10+ years,Full time Employee,Question 29-Response 9,Answer 6
15387,9328885416,Infrastructure,,Department Lead,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29-Response 9,Answer 8
15388,6285007368,People,,Staff,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 29-Response 9,
15389,6776579131,Commercial,,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29-Response 9,Answer 8
15390,6270834102,Finance,,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 29-Response 9,Answer 3
15391,4341029891,Finance,,Staff,Prefer not to answer,Male,3-5 years,Full time Employee,Question 29-Response 9,Answer 3
15392,9298970467,Information Technology,,Department Lead,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Question 29-Response 9,Answer 1
15393,3530464299,Legal,,Department Lead,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29-Response 9,Answer 6
15394,1962504465,Information Technology,,Staff,Millennial (born between 1981-2000),Male,3-5 years,Full time Employee,Question 29-Response 9,Answer 6
15395,3206389468,Commercial,,Manager,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 29-Response 9,
15396,1914548336,Finance,,Department Lead,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Question 29-Response 9,
15397,6912636653,Finance,,Manager,Baby Boomer (born between 1946-1964),Male,0-2 years,Full time Employee,Question 29-Response 9,
15398,7447366993,Information Technology,,Staff,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 29-Response 9,Answer 5
15399,9858203307,Finance,,Staff,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 29-Response 9,
15400,2375491161,Information Technology,,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 29-Response 9,Answer 2
15401,6983214026,Infrastructure,,Department Lead,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29-Response 9,Answer 1
15402,7876887860,Internal Audit,,Manager,Generation X (born between 1965-1980),Male,3-5 years,Full time Employee,Question 29-Response 9,Answer 2
